seqnum,i,lat,lon,f-i,forward_angle,wind,wind_u,wind_v,landfall,time,tracknum
2,53,-13.014285714285714,160.81428571428572,40,3.1578573798178695,30.0,29.95444657051479,1.6526132802851408,0,1970-01-09 12:00:00,1970003S16165
2,54,-12.919642857142858,160.81964285714287,39,3.1590472054716088,30.0,29.95441224526857,1.6532353252046232,0,1970-01-09 15:00:00,1970003S16165
2,55,-12.825000000000001,160.82500000000002,38,3.160228426260119,30.0,29.95437815548604,1.6538528707659172,0,1970-01-09 18:00:00,1970003S16165
2,56,-12.730357142857144,160.83035714285714,37,3.161401039048087,30.0,29.95434430153599,1.654465915344972,0,1970-01-09 21:00:00,1970003S16165
2,57,-12.635714285714286,160.8357142857143,36,3.1625650406638215,30.0,29.95431068378636,1.6550744572986238,0,1970-01-10 00:00:00,1970003S16165
2,58,-12.541071428571428,160.84107142857144,35,3.1637204279584807,30.0,29.95427730260253,1.6556784949955625,0,1970-01-10 03:00:00,1970003S16165
2,59,-12.446428571428573,160.8464285714286,34,3.164867197866158,30.0,29.954244158345595,1.6562780268477426,0,1970-01-10 06:00:00,1970003S16165
2,60,-12.351785714285715,160.8517857142857,33,3.166005347344594,30.0,29.954211251374055,1.6568730512793866,0,1970-01-10 09:00:00,1970003S16165
2,61,-12.257142857142856,160.85714285714286,32,3.1671348732994034,30.0,29.954178582046012,1.6574635666873705,0,1970-01-10 12:00:00,1970003S16165
2,62,-12.162500000000001,160.8625,31,3.168255772704015,30.0,29.95414615071569,1.6580495715039298,0,1970-01-10 15:00:00,1970003S16165
2,63,-12.067857142857143,160.86785714285713,30,3.169368042615929,30.0,29.95411395773298,1.658631064205156,0,1970-01-10 18:00:00,1970003S16165
2,64,-11.973214285714286,160.87321428571428,29,3.1704716799648054,30.0,29.954082003449543,1.6592080432002099,0,1970-01-10 21:00:00,1970003S16165
2,65,-11.87857142857143,160.87857142857143,28,3.171566681854131,30.0,29.954050288210095,1.6597805069890337,0,1970-01-11 00:00:00,1970003S16165
2,66,-11.783928571428572,160.88392857142858,27,3.172653045335494,30.0,29.954018812358928,1.6603484540443394,0,1970-01-11 03:00:00,1970003S16165
2,67,-11.689285714285715,160.88928571428573,26,3.1737307674834483,30.0,29.953987576237747,1.6609118828507483,0,1970-01-11 06:00:00,1970003S16165
2,68,-11.594642857142858,160.89464285714286,25,3.174799845470943,30.0,29.953956580183462,1.6614707919442266,0,1970-01-11 09:00:00,1970003S16165
2,69,-11.5,160.9,24,79.51698770041179,30.0,5.458319728688814,29.499266867829213,0,1970-01-11 12:00:00,1970003S16165
2,70,-11.45,161.175,23,79.51868628667512,30.0,5.457445193298448,29.499428671791996,0,1970-01-11 15:00:00,1970003S16165
2,71,-11.4,161.45,22,79.52037640989789,30.0,5.456575010434801,29.49958964384926,0,1970-01-11 18:00:00,1970003S16165
2,72,-11.350000000000001,161.725,21,79.52205807708162,30.0,5.455709176565097,29.49974978505315,0,1970-01-11 21:00:00,1970003S16165
2,73,-11.3,162.0,20,112.21898027819054,30.0,-11.344424330984511,27.77236101952023,0,1970-01-12 00:00:00,1970003S16165
2,74,-11.4,162.25,19,112.22624745979346,30.0,-11.347946781746652,27.770921911932376,0,1970-01-12 03:00:00,1970003S16165
2,75,-11.5,162.5,18,112.23357992069339,30.0,-11.351500688787075,27.76946942439604,0,1970-01-12 06:00:00,1970003S16165
2,76,-11.6,162.75,17,112.24097775382461,30.0,-11.355086092122905,27.768003526369647,0,1970-01-12 09:00:00,1970003S16165
2,77,-11.7,163.0,16,150.78849735614125,30.0,-26.18472352374127,14.641046888294246,0,1970-01-12 12:00:00,1970003S16165
2,78,-11.875,163.1,15,150.80432264039712,30.0,-26.188766430586643,14.633814022467897,0,1970-01-12 15:00:00,1970003S16165
2,79,-12.05,163.2,14,150.8203803510517,30.0,-26.192866673592068,14.626473786235353,0,1970-01-12 18:00:00,1970003S16165
2,80,-12.225,163.3,13,150.83667055007402,30.0,-26.197024178917445,14.6190261019404,0,1970-01-12 21:00:00,1970003S16165
2,81,-12.4,163.4,12,194.89960301473246,30.0,-28.99133582682351,-7.713782922557494,0,1970-01-13 00:00:00,1970003S16165
